rxns,pgi1,pgi2,pgi3,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3,
CFAS180G,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APG3PAT141,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CGLYabcpp,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000044,  -0.00000024,  -0.00000000,   0.00000000,  -0.00000075,  -0.00000028,  -0.00000000,   0.00000000,   0.00000000,   0.00000009,   0.00000000,
CGLYtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CHLabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CHLt2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CHLtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
BUTt2rpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
BUTtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
BWCOGDS1,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
BWCOGDS2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
BWCOS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CA2t3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CA2tex,   0.00341001,   0.00287089,   0.00336736,   0.00342996,   0.00325906,   0.00352313,   0.00331555,   0.00336736,   0.00262456,   0.00372191,   0.00275784,   0.00406064,   0.00430824,   0.00447739,   0.00459116,   0.00233466,   0.00240107,   0.00238979,
CADVtpp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
CHOLD,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CHORM,   0.21638772,   0.18217646,   0.21368116,   0.21765356,   0.20680866,   0.22356551,   0.21039356,   0.21368116,   0.16654561,   0.23617968,   0.17500320,   0.25767434,   0.27338619,   0.28411967,   0.29133921,   0.14814866,   0.15238219,   0.15164822,
CHORS,   0.25611175,   0.21562006,   0.25290832,   0.25760997,   0.24477418,   0.26460722,   0.24901719,   0.25290566,   0.19711728,   0.27953714,   0.20712998,   0.30497320,   0.32357219,   0.33627783,   0.34482268,   0.17534549,   0.18035621,   0.17948749,
CHRPL,   0.00015356,   0.00012928,   0.00015164,   0.00015446,   0.00014676,   0.00015865,   0.00014931,   0.00015120,   0.00011795,   0.00016761,   0.00012419,   0.00018211,   0.00019373,   0.00020167,   0.00020675,   0.00010514,   0.00010821,   0.00010762,
CHTBSptspp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CHTBStex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CINNDO,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CITL,   0.08479497,   0.00000000,   0.00000000,   1.63917103,   0.20164384,   0.59381430,   0.46827306,   0.10046211,   0.00000000,   0.88371560,   0.41922485,   0.00000000,   0.12780232,   0.30946669,   0.32005823,   0.77958865,   0.26354095,   0.68312056,
CLt3_2pp,   0.00170501,   0.00143545,   0.00168368,   0.00171498,   0.00162953,   0.00176156,   0.00165778,   0.00168368,   0.00131228,   0.00186096,   0.00137892,   0.00203032,   0.00215412,   0.00223869,   0.00229558,   0.00116733,   0.00120053,   0.00119490,
CITt3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APG3PAT160,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CITt7pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CITtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLtex,   0.00341001,   0.00287089,   0.00336736,   0.00342996,   0.00325906,   0.00352313,   0.00331555,   0.00336736,   0.00262456,   0.00372191,   0.00275784,   0.00406064,   0.00430824,   0.00447739,   0.00459116,   0.00233466,   0.00240107,   0.00238979,
CMPN,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00384189,   0.00028732,   0.00000000,   0.02448640,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CMPtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLIPAabctex,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
APG3PAT161,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNH120pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNH140pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNH141pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CMtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CMtpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CO2tex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNH160pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000282,   0.00000000,
CO2tpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COBALT2abcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COBALT2t3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COBALT2tex,   0.00001653,   0.00001391,   0.00001632,   0.00001662,   0.00001580,   0.00001707,   0.00001607,   0.00001632,   0.00001272,   0.00001804,   0.00001337,   0.00001968,   0.00002088,   0.00002170,   0.00002225,   0.00001131,   0.00001164,   0.00001158,
CLPNH161pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000495,   0.00000000,
CLPNH180pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNH181pp,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,
CLPNS120pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNS140pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COBALT2tpp,   0.00001653,   0.00001391,   0.00001632,   0.00001662,   0.00001580,   0.00001707,   0.00001607,   0.00001632,   0.00001272,   0.00001804,   0.00001337,   0.00001968,   0.00002088,   0.00002170,   0.00002225,   0.00001131,   0.00001164,   0.00001158,
APG3PAT180,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COLIPAKpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,   0.00000003,   0.00000000,   0.00000003,  -0.00000000,   0.00000000,
CLPNS141pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNS160pp,   0.00202728,   0.00170677,   0.00200192,   0.00203914,   0.00193753,   0.00209452,   0.00197112,   0.00200192,   0.00156032,   0.00221270,   0.00163956,   0.00241408,   0.00256128,   0.00266184,   0.00272948,   0.00138797,   0.00142931,   0.00142075,
APG3PAT181,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNS161pp,   0.00157692,   0.00132761,   0.00155720,   0.00158615,   0.00150712,   0.00162923,   0.00153324,   0.00155720,   0.00121370,   0.00172116,   0.00127534,   0.00187780,   0.00199230,   0.00207052,   0.00212313,   0.00107964,   0.00111455,   0.00110514,
COLIPAPabctex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COLIPAabcpp,   0.00561289,   0.00472548,   0.00554268,   0.00564572,   0.00536441,   0.00579907,   0.00545740,   0.00554268,   0.00432004,   0.00612627,   0.00453941,   0.00668382,   0.00709142,   0.00736979,   0.00755705,   0.00384283,   0.00395264,   0.00393361,
APH120,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
COLIPAabctex,   0.00561289,   0.00472548,   0.00554268,   0.00564572,   0.00536441,   0.00579907,   0.00545740,   0.00554268,   0.00432003,   0.00612627,   0.00453941,   0.00668382,   0.00709137,   0.00736975,   0.00755705,   0.00384282,   0.00395265,   0.00393361,
CLPNS180pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APH140,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CLPNS181pp,   0.00081256,   0.00068410,   0.00080240,   0.00081732,   0.00077659,   0.00083952,   0.00079005,   0.00080240,   0.00062540,   0.00088689,   0.00065716,   0.00096760,   0.00102660,   0.00106691,   0.00109402,   0.00055632,   0.00057176,   0.00056946,
CPGNR1,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APH141,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APH160,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNR2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNR3,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APH161,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYANSTpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNUtex,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
APH180,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APH181,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNUtpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
APPLDHr,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNabcpp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
CPGNexs,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPGNtonex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPH4S,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPMPS,   0.00016940,   0.00014268,   0.00016728,   0.00017030,   0.00016190,   0.00017502,   0.00016471,   0.00016668,   0.00013018,   0.00018488,   0.00013700,   0.00020085,   0.00021386,   0.00022242,   0.00022807,   0.00011600,   0.00011924,   0.00011872,
CYANtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYNTAH,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
CYNTt2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYNTtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSDDS,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
CYSDS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSDabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSDtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSS,   0.17067736,   0.14369369,   0.16854168,   0.17167603,   0.16312158,   0.17633879,   0.16594955,   0.16854156,   0.13136318,   0.18628871,   0.13803523,   0.20324100,   0.21563464,   0.22410175,   0.22979587,   0.11685404,   0.12018659,   0.11961335,
CYSSADS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CPPPGO,   0.00023507,   0.00025856,   0.00025139,   0.00030892,   0.00022994,   0.00024547,   0.00022583,   0.00030240,   0.00023589,   0.00033521,   0.00024838,   0.00036423,   0.00038746,   0.00040325,   0.00031723,   0.00021027,   0.00021628,   0.00017057,
CPPPGO2,   0.00007205,   0.00006464,   0.00005189,   0.00007709,   0.00006358,   0.00007184,   0.00007279,   0.00007537,   0.00005885,   0.00008380,   0.00006210,   0.00009067,   0.00009667,   0.00010081,   0.00009627,   0.00005257,   0.00005407,   0.00004467,
CRNBTCT,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CRNCAL2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CRNCAR,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CRNCBCT,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSTL,   0.10763363,   0.09061693,   0.10628718,   0.10826332,   0.10286886,   0.11120392,   0.10465209,   0.10628740,   0.08284165,   0.11747844,   0.08704857,   0.12817010,   0.13598535,   0.14132432,   0.14491532,   0.07369113,   0.07579661,   0.07543144,
APRAUR,   0.00030712,   0.00025857,   0.00030328,   0.00030892,   0.00029353,   0.00031731,   0.00029861,   0.00030240,   0.00023589,   0.00033521,   0.00024838,   0.00036422,   0.00038746,   0.00040325,   0.00041350,   0.00021027,   0.00021628,   0.00021524,
CYSTRS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CYSabc2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CRNCDH,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
CRNDCAL2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
